37.82975178341984,
37.78099472926943,
37.656904950043575,
37.527365442767774,
37.70067990410867,
37.8826808477433,
38.13203489807606,
38.228096933432056,
38.326963493122335,
38.38203738187733,
38.56586055583071,
38.69732499138424,
38.86814281953161,
39.02073939780684,
39.19808401472285,
39.20162981247627,
39.321143412474605,
39.43613132928422,
39.53196551819526,
39.535630658084784,
39.60446264340793,
39.858350420319894,
40.22211721571271,
40.69268955119507,
41.00107033315306,
41.34167842133087,
41.317826172566086,
41.18894703957378,
41.21729218950215,
41.310965498797074,
41.44643537364878,
41.60951446694342,
41.8106113750667,
41.99056497376024,
41.793548597981975,
41.558801763141346,
41.398330935519404,
41.4266001651145,
41.4224162280416,
41.505603268638474,
41.74117203083546,
41.68053108075195,
41.34267439508043,
41.04737242115723,
40.98479226531108,
41.173232074928364,
41.275099963896956,
41.333881300976856,
41.228934784861444,
41.15381777259722,
40.98614334453553,
40.97202883939432,
40.98385656691404,
41.00753127783865,
41.03423845847943,
41.02185721620963,
41.093731762002676,
41.08800674616371,
41.049066207503955,
40.76754657991106,
40.549686789785014,
40.15889705108142,
39.929665914928336,
39.749167829891334,
39.55168557755348,
39.15316463840545,
38.844967839503944,
38.951440443856946,
38.873269123339234,
39.001175898944204,
39.04042411005119,
39.00717569585357,
38.89199483446985,
38.81300570969156,
38.830141507484726,
38.876915297515026,
38.9274441553401,
38.90577215572484,
38.96168518422612,
38.93628041354753,
38.87796426551865,
38.77055519878069,
38.72812070006865,
38.70051149711106,
38.762721675905155,
38.879485921678786,
38.98540128598056,
39.07078338380414,
39.07054830218219,
39.175938133477025,
39.41821404041769,
39.5073497525846,
39.535641144403655,
39.47063545224436,
39.46844798206389,
39.49701980805109,
39.652036013800384,
39.75970862990439,
39.91667557113579,
39.946036092841496,
39.96534550544263,
39.92984496423404,
39.95416531982072,
39.986522219026924,
40.02966765946564,
40.08547796781287,
40.12185174949406,
40.19729880706122,
40.28716618365107,
40.39482815912852,
40.4265726329891,
40.44683796983803,
40.41895952866894,
40.427599782322005,
40.44890944372871,
40.47225282669563,
40.42986552602129,
40.18616303871582,
39.98050393770225,
39.58783334306588,
39.49018779644512,
39.37611006729499,
39.63479919947481,
39.76464598771018,
39.66042818359722,
39.357104506883246,
39.21913528155446,
39.21840611420292,
39.18277402848851,
39.19860616037011,
39.24576699673343,
39.31310191808781,
39.255773058640095,
39.12146601484206,
39.177443577520975,
39.22168192561609,
39.25629197134505,
39.33157796046235,
39.428040851804376,
39.413499174049534,
39.281862627119494,
39.15920244667819,
39.19786274249288,
39.29412040895599,
39.426327731220574,
39.47616855155243,
39.49131906213964,
39.48715843467557,
39.54912963840686,
39.61676013681725,
39.71574286348868,
39.831498436004836,
39.88272636763329,
39.97967544930444,
40.183550792126994,
40.223260006494094,
40.19840687983171,
40.155864606495285,
40.07738893645477,
39.99477085235899,
39.97436290482992,
39.984964591160065,
40.06103467321479,
40.185554878244474,
40.38750609580932,
40.39889180023888,
40.43657666469482,
40.41790982756864,
40.48451797764143,
40.58429023174945,
40.778947746227246,
40.89470345065457,
40.94419690834453,
41.02599192428728,
41.27729968319196,
41.449308135505824,
41.55354645877831,
41.54820963544272,
41.60679597990813,
41.69460288537378,
41.78940688268376,
41.83664030206323,
41.90540839226613,
42.00678891586187,
42.042611380040626,
42.197087542200116,
42.32824010359861,
42.370633291408375,
42.25517344983366,
42.29475646717008,
42.427673672517784,
42.539003342920864,
42.421576039837376,
42.36398619305953,
42.40110905235272,
42.483084116151495,
42.410807032548774,
42.34506560757055,
42.329755401510866,
42.42250668766285,
42.440244767898484,
42.536273163464976,
42.590308176714565,
42.57207913467222,
42.5444101793293,
42.569031529986596,
42.62650934542705,
42.64248115897712,
42.620605666231484,
42.62141543181084,
42.6278269601608,
42.64744106974483,
42.6331009888553,
42.677696209799954,
42.698710461525735,
42.71131743736955,
42.701024148231106,
42.69851695404998,
42.72949457559226,
42.727758770990604,
42.761006881704915,
42.78770447799852,
42.819251740521516,
42.80783190154847,
42.82867614204558,
42.90346468189772,
43.05484222108956,
43.26087981251503,
43.4748393975321,
43.38474045214041,
43.213107190747934,
43.095578208184364,
43.08055281276793,
43.141573146149696,
43.14246356443377,
43.23356414579757,
43.250203843792114,
43.31794781540257,
43.29877314111602,
43.34511301055636,
43.39963103361191,
43.4252676843668,
43.394566348064366,
43.27491932789372,
43.22708138406557,
43.287735719107204,
43.38150601222946,
43.45159808503818,
43.48245322645997,
43.485865742801764,
43.460763925873806,
43.3871481928193,
43.23036905954271,
43.24683296145342,
43.28580295428218,
43.34470145155675,
43.33999874711475,
43.36733291472077,
43.400524922831615,
43.39853635259386,
43.36973502905363,
43.440271763573044,
43.52882707212877,
43.58468014989996,
43.61243787263328,
43.62928573810631,
43.604958927075515,
43.545189626515615,
43.56756454197345,
43.62572257183248,
43.689682384276544,
43.65411274586225,
43.64328171689229,
43.62494018746947,
43.606796011712575,
43.606022823892665,
43.604405256068254,
43.60544937513749,
43.58734562287998,
43.565494042680626,
43.58414337973781,
43.59632015575184,
43.56171947004185,
43.458766331482046,
43.36638765550647,
43.210734354426954,
42.91355379590455,
42.68293316473745,
42.34427432725569,
41.93257396153409,
41.69791159178946,
41.91020809122246,
42.04167202656119,
42.01762346980159,
41.82963824855351,
41.56280089639983,
41.44051759265719,
41.38347274057845,
41.44323162077208,
41.49421237471698,
41.55136354944041,
41.348977460453796,
41.19557723226202,
41.182465468328445,
41.1446806617897,
41.27960710387347,
41.27731447796296,
41.32299932265517,
41.387627342506164,
41.475043682563715,
41.57768956769411,
41.75260135119224,
41.81345937752056,
41.83454582093168,
41.82423922060859,
41.87682987441993,
41.921605812512034,
