6.96868332892582E-5
6.177147793361134E-5
5.477916863364819E-5
4.8617201003612753E-5
4.311484036772214E-5
3.813250632235918E-5
3.351376493001401E-5
2.970003850087848E-5
2.6377540491517287E-5
2.350713331422875E-5
